Date,Open,High,Low,Close
31-12-2015,7897.8,7955.55,7891.15,7946.3
30-12-2015,7938.6,7944.75,7889.85,7896.2
29-12-2015,7929.2,7942.15,7902.75,7928.9
28-12-2015,7863.2,7937.2,7863,7925.1
24-12-2015,7888.75,7888.75,7835.5,7861
23-12-2015,7830.45,7871.45,7826.1,7865.9
22-12-2015,7829.4,7846.3,7776.85,7786.1
21-12-2015,7745.65,7840.75,7733.45,7834.4
18-12-2015,7828.9,7836.15,7753.35,7761.9
17-12-2015,7783.05,7852.9,7737.55,7844.3
16-12-2015,7725.25,7776.6,7715.75,7750.9
15-12-2015,7659.15,7705,7625.1,7700.9
14-12-2015,7558.2,7663.95,7551.05,7650
11-12-2015,7699.6,7703.05,7575.3,7610.4
10-12-2015,7643.3,7691.95,7610,7683.3
09-12-2015,7695.5,7702.85,7606.9,7612.5
08-12-2015,7738.5,7771.25,7685.45,7701.7
07-12-2015,7816.55,7825.4,7746.05,7765.4
04-12-2015,7817.6,7821.4,7775.7,7781.9
03-12-2015,7902.3,7912.3,7853.3,7864.1
02-12-2015,7976.7,7979.3,7910.8,7931.3
01-12-2015,7958.15,7972.15,7934.15,7954.9
30-11-2015,7936.25,7966,7922.8,7935.2
27-11-2015,7910.6,7959.3,7879.45,7942.7
26-11-2015,7837.15,7897.1,7832,7883.8
24-11-2015,7837,7870.35,7812.65,7831.6
23-11-2015,7869.5,7877.5,7825.2,7849.2
20-11-2015,7841.9,7906.95,7817.8,7856.5
19-11-2015,7788.5,7854.9,7765.45,7842.7
18-11-2015,7823.15,7843.4,7725.05,7731.8
17-11-2015,7848.75,7860.45,7793,7837.5
16-11-2015,7732.95,7838.85,7714.15,7806.6
13-11-2015,7762.45,7775.1,7730.9,7762.2
11-11-2015,7838.8,7847.95,7819.1,7825
10-11-2015,7877.6,7885.1,7772.85,7783.3
09-11-2015,7788.25,7937.75,7771.7,7915.2
06-11-2015,7956.55,8002.65,7926.15,7954.3
05-11-2015,8030.35,8031.2,7944.1,7955.4
04-11-2015,8104.9,8116.1,8027.3,8040.2
03-11-2015,8086.35,8100.35,8031.75,8060.7
02-11-2015,8054.55,8060.7,7995.6,8050.8
30-10-2015,8123.55,8146.1,8044.4,8065.8
29-10-2015,8175.45,8179.6,8098,8111.7
28-10-2015,8188.9,8209.1,8131.8,8171.2
27-10-2015,8230.35,8241.95,8217.05,8232.9
26-10-2015,8333.65,8336.3,8252.05,8260.5
23-10-2015,8308.25,8328.1,8280.75,8295.4
