Date,Open,High,Low,Close
31-12-2008,2979.8,3002.65,2937.35,2959.1
30-12-2008,2922.55,2999.15,2899.75,2979.5
29-12-2008,2857.15,2931.8,2812.9,2922.2
26-12-2008,2919.85,2960.95,2844.8,2857.2
24-12-2008,2967.4,2968,2900.45,2916.8
23-12-2008,3039.25,3040,2957.05,2968.6
22-12-2008,3077.25,3110.45,3027.8,3039.3
19-12-2008,3063,3106.8,3036.3,3077.5
18-12-2008,2955.35,3072.55,2922.65,3060.7
17-12-2008,3040.45,3076.2,2943.5,2954.3
16-12-2008,2983.6,3052.55,2963.3,3041.7
15-12-2008,2917.9,3012.1,2917.9,2981.2
12-12-2008,2915.35,2936.8,2812.55,2921.3
11-12-2008,2934.05,2945.3,2861.55,2920.1
10-12-2008,2785.7,2940.15,2785.7,2928.2
08-12-2008,2714.7,2861.55,2714.7,2784
05-12-2008,2786.65,2821.15,2701.35,2714.4
04-12-2008,2656.5,2793.8,2646.35,2788
03-12-2008,2657.5,2693.65,2611.95,2656.4
02-12-2008,2672.9,2672.9,2570.7,2657.8
01-12-2008,2755.15,2832.85,2669.5,2682.9
28-11-2008,2745.7,2779,2690.3,2755.1
26-11-2008,2652.45,2762.6,2643.35,2752.2
25-11-2008,2708.3,2790.7,2638.2,2654
24-11-2008,2690.85,2740.35,2633.8,2708.2
21-11-2008,2553.6,2718.6,2539.8,2693.4
20-11-2008,2634.2,2634.2,2502.9,2553.1
19-11-2008,2682.75,2772.4,2617.9,2635
18-11-2008,2802.45,2802.45,2664.3,2683.1
17-11-2008,2813.4,2835.7,2694.5,2799.5
14-11-2008,2848,2938.8,2778.8,2810.3
12-11-2008,2937.9,2975.2,2794.95,2848.4
11-11-2008,3147.2,3147.2,2919.45,2938.6
10-11-2008,2973.3,3161.25,2973.3,3148.2
07-11-2008,2893.25,3010,2860.1,2973
06-11-2008,2998.45,3007.8,2860.25,2892.6
05-11-2008,3155.75,3240.55,2971,2994.9
04-11-2008,3050.25,3152.3,2985,3142.1
03-11-2008,2885.4,3062.05,2885.4,3043.8
31-10-2008,2696.3,2921.35,2696.3,2885.6
29-10-2008,2685.3,2781.25,2631.9,2697
28-10-2008,2526.2,2695.95,2526.2,2684.6
27-10-2008,2583.75,2585.3,2252.75,2524.2
24-10-2008,2936.25,2936.25,2525.05,2584
23-10-2008,3064.8,3085.1,2917.15,2943.1
22-10-2008,3234.7,3235.75,3051.8,3065.1
21-10-2008,3125.4,3254.85,3117.35,3234.9
20-10-2008,3108.2,3238.4,3058.95,3122.8
17-10-2008,3269.05,3335.95,3046.6,3074.3
16-10-2008,3333.85,3333.85,3099.9,3269.3
15-10-2008,3517.9,3518.5,3324.55,3338.4
14-10-2008,3494.1,3648.25,3491.5,3518.6
13-10-2008,3272.9,3510.2,3272.9,3490.7
10-10-2008,3502.05,3502.05,3198.95,3279.9
08-10-2008,3604.4,3604.4,3329.45,3513.6
07-10-2008,3606.95,3732.65,3537,3606.6
06-10-2008,3817.3,3820.85,3581.6,3602.3
03-10-2008,3953.55,3969.55,3804.85,3818.3
01-10-2008,3921.85,4000.5,3861.25,3950.7
30-09-2008,3848.7,3966.85,3715.05,3921.2
29-09-2008,3990.2,3997.55,3777.3,3850
26-09-2008,4108.75,4110.7,3970.35,3985.2
25-09-2008,4162.15,4172.6,4077.5,4110.5
24-09-2008,4125.75,4207.95,4115.85,4161.2
23-09-2008,4223.9,4224.7,4117.9,4126.9
22-09-2008,4248.95,4303.25,4202.4,4223
19-09-2008,4040.8,4262.65,4040.8,4245.2
18-09-2008,4005.25,4050.1,3799.55,4038.1
17-09-2008,4074.8,4116.7,3974.6,4008.2
16-09-2008,4072.55,4090.1,3919.35,4074.9
15-09-2008,4231.95,4237.25,3955.4,4072.9
12-09-2008,4291.6,4323.9,4200.15,4228.4
11-09-2008,4397.25,4399.3,4272.75,4290.3
10-09-2008,4467.5,4467.5,4382.35,4400.2
09-09-2008,4485.15,4497.5,4418.95,4468.7
08-09-2008,4358.3,4558,4358.3,4482.3
05-09-2008,4444.7,4444.7,4328.9,4352.3
04-09-2008,4512.95,4514.6,4419.45,4447.7
02-09-2008,4358.85,4522.4,4343.1,4504
01-09-2008,4356.1,4365,4281.35,4348.6
29-08-2008,4230.6,4368.8,4230.6,4360
28-08-2008,4290.75,4304.5,4201.85,4214
27-08-2008,4336.85,4364.25,4282.65,4292.1
26-08-2008,4335.2,4345.05,4283.3,4337.5
25-08-2008,4317.95,4398.8,4317.95,4335.3
22-08-2008,4283.85,4337,4248,4327.4
21-08-2008,4416.2,4418.55,4271.3,4283.8
20-08-2008,4365.45,4434.9,4365.45,4415.7
19-08-2008,4393.1,4393.7,4316.55,4368.2
18-08-2008,4430.7,4447.4,4379.85,4393
14-08-2008,4524.2,4529.8,4421.25,4430.7
13-08-2008,4548.05,4572.65,4497.25,4529
12-08-2008,4620.95,4649.85,4525.75,4552.2
11-08-2008,4529.35,4625.2,4529.35,4620.4
08-08-2008,4518.35,4546.35,4464,4529.5
07-08-2008,4515.25,4580.15,4493.7,4523.8
06-08-2008,4506.25,4615.9,4503.9,4517.5
05-08-2008,4395.8,4515.15,4376,4502.8
04-08-2008,4426.1,4436.15,4362.9,4395.3
01-08-2008,4331.6,4422.95,4235.7,4413.5
31-07-2008,4314.35,4342,4285.55,4332.9
30-07-2008,4191.2,4327,4191.2,4313.5
29-07-2008,4332.2,4332.2,4159.15,4189.8
28-07-2008,4282.25,4352.65,4282.25,4332.1
25-07-2008,4440.85,4440.85,4297.15,4311.8
24-07-2008,4476.2,4539.45,4385.85,4433.5
23-07-2008,4246.7,4491.55,4246.7,4476.8
22-07-2008,4158.45,4262.45,4137.95,4240.1
21-07-2008,4092.2,4168.15,4072.75,4159.5
18-07-2008,3962.95,4110.55,3926.3,4092.2
17-07-2008,3823.15,3968.75,3823.15,3947.2
16-07-2008,3861.55,3920.05,3790.2,3816.7
15-07-2008,4039.3,4040.7,3835.5,3861.1
14-07-2008,4047.45,4118.1,4004.25,4039.7
11-07-2008,4166,4215.5,4014.45,4049
10-07-2008,4155.65,4187.95,4110.4,4162.2
09-07-2008,3990.9,4169.4,3990.9,4157.1
08-07-2008,4028.7,4028.7,3896.05,3988.5
07-07-2008,4002,4114.5,4002,4030
