Date,Open,High,Low,Close
31-12-2009,5171.2,5221.85,5168.75,5201
30-12-2009,5188.75,5197.05,5160.1,5169.4
29-12-2009,5180.75,5214.6,5175.85,5187.9
24-12-2009,5144.8,5197.9,5129.05,5178.4
23-12-2009,4990.05,5150.6,4990.05,5144.6
22-12-2009,4953.35,4997.3,4953.35,4985.8
21-12-2009,4983.65,4997.85,4943.95,4952.6
18-12-2009,5042,5043.4,4979.05,4987.7
17-12-2009,5046.65,5064.2,5013.15,5041.7
16-12-2009,5032.95,5067.25,5001.8,5042
15-12-2009,5105.75,5129.45,5018.25,5033
14-12-2009,5117.45,5156.7,5090.15,5105.7
11-12-2009,5136.05,5182.55,5088.4,5117.3
10-12-2009,5112.4,5146.45,5084.65,5134.6
09-12-2009,5147.65,5147.65,5090.6,5112
08-12-2009,5068.55,5152.55,5058.9,5147.9
07-12-2009,5108.85,5131.3,5051.55,5066.7
04-12-2009,5131.7,5161.8,5081.85,5108.9
03-12-2009,5124.55,5181,5106.6,5131.7
02-12-2009,5122.75,5161.75,5111.75,5123.2
01-12-2009,5039.7,5130.35,5038.85,5122
30-11-2009,4942.25,5066.35,4942.25,5032.7
27-11-2009,5005.05,5005.05,4806.7,4941.7
26-11-2009,5116.45,5116.45,4986.05,5005.5
25-11-2009,5091.55,5138,5078.35,5108.1
24-11-2009,5105,5112.85,5053.5,5090.5
23-11-2009,5052.95,5113.1,5052.1,5103.5
20-11-2009,4988.75,5063.3,4932.8,5052.4
19-11-2009,5043.95,5053.45,4963.7,4989
18-11-2009,5061.5,5079.3,5041.65,5054.7
17-11-2009,5058.95,5074,5010.15,5062.2
16-11-2009,4996.5,5073.2,4994,5058
13-11-2009,4952.35,5017.9,4942.65,4998.9
12-11-2009,5004.4,5014.4,4924.75,4952.6
11-11-2009,4882.3,5016.7,4870.05,5003.9
10-11-2009,4898.9,4947.7,4860.1,4881.7
09-11-2009,4796.15,4905.25,4789.9,4898.4
06-11-2009,4767.5,4836.2,4764.85,4796.1
05-11-2009,4711.65,4776.35,4610.6,4765.5
04-11-2009,4567.3,4717.8,4565,4710.8
03-11-2009,4712.25,4729.85,4538.5,4563.9
30-10-2009,4751.1,4853.65,4687.5,4711.7
29-10-2009,4826.1,4826.1,4738.4,4750.5
28-10-2009,4846.55,4867,4784.1,4826.1
27-10-2009,4970.55,4970.55,4829.5,4846.7
26-10-2009,4997.15,5033.75,4961.35,4970.9
23-10-2009,4986.55,5054.95,4983.25,4997
22-10-2009,5063.35,5064.25,4968.45,4988.6
21-10-2009,5114.85,5117.45,5051.65,5063.6
20-10-2009,5145.6,5181.95,5102.65,5114.4
17-10-2009,5159.35,5176.8,5124.25,5141.8
16-10-2009,5108.65,5149.65,5093.2,5142.1
15-10-2009,5118.55,5152.25,5077.1,5108.8
14-10-2009,5054.35,5127.4,5054.35,5118.2
12-10-2009,4945.45,5068.05,4945.45,5054.2
09-10-2009,4993,5032.6,4934.55,4945.2
08-10-2009,5011.25,5043.05,4971.75,5002.2
07-10-2009,5031.7,5077,4972.95,4985.7
06-10-2009,5003.65,5034.7,4921.05,5027.4
05-10-2009,5076.05,5076.05,4991.95,5003.2
01-10-2009,5087.2,5110.5,5057.05,5083.4
30-09-2009,5007.65,5087.6,5004.35,5083.9
29-09-2009,4959.15,5020.25,4959.1,5006.8
25-09-2009,4985.1,4994.35,4931.25,4958.9
24-09-2009,4977.15,5016.7,4904.05,4986.5
23-09-2009,5019.95,5030.75,4957.05,4969.9
22-09-2009,4977.1,5036.3,4977.1,5020.2
18-09-2009,4963.95,4980.85,4931.9,4976
17-09-2009,4958.55,5003.05,4944.15,4965.5
16-09-2009,4894.65,4966.3,4894.65,4958.4
15-09-2009,4808.35,4899.45,4808.35,4892.1
14-09-2009,4830.35,4832.25,4786.25,4808.6
11-09-2009,4819.4,4856.15,4791.55,4829.5
10-09-2009,4814.35,4889.05,4807.9,4819.4
09-09-2009,4804.9,4825.05,4783.5,4814.2
08-09-2009,4782.85,4842.2,4782.65,4805.2
07-09-2009,4682.4,4790,4679.3,4782.9
04-09-2009,4608.7,4697.2,4580.35,4680.4
03-09-2009,4608.75,4647.35,4581.05,4593.5
02-09-2009,4624,4650.45,4576.6,4608.3
01-09-2009,4662.2,4735.9,4600.65,4625.3
31-08-2009,4730.85,4730.85,4635,4662.1
28-08-2009,4688.4,4743.75,4651.4,4732.3
27-08-2009,4679,4707.9,4645.15,4688.2
26-08-2009,4659.45,4697.8,4659.1,4680.8
25-08-2009,4641.65,4672.9,4582.5,4659.3
24-08-2009,4536.95,4656.3,4536.95,4642.8
21-08-2009,4453.45,4538.7,4400.9,4528.8
20-08-2009,4394.35,4492.8,4394.35,4453.4
19-08-2009,4457.75,4477.55,4353.45,4394.1
18-08-2009,4389.5,4491.45,4372.65,4458.9
17-08-2009,4578.8,4578.8,4374.6,4387.9
14-08-2009,4605.15,4619,4559.35,4580
13-08-2009,4458.55,4614.15,4458.55,4605
12-08-2009,4473.8,4473.8,4359.4,4457.5
11-08-2009,4435,4510.8,4398.9,4471.3
10-08-2009,4486.5,4562.5,4399.85,4437.6
07-08-2009,4591.9,4591.9,4463.95,4481.4
06-08-2009,4694.35,4718.15,4559.2,4585.5
05-08-2009,4680.95,4717.2,4629.85,4694.1
04-08-2009,4706.25,4731.45,4642.6,4680.5
03-08-2009,4633.8,4723.75,4617.75,4711.4
31-07-2009,4571.6,4669.75,4571.6,4636.4
30-07-2009,4513.1,4582.35,4474.5,4571.4
29-07-2009,4565.8,4573.85,4420.8,4513.5
28-07-2009,4572.8,4599.9,4529.15,4564.1
27-07-2009,4568.65,4596.75,4528.5,4572.3
24-07-2009,4524.8,4578.75,4504.85,4568.5
23-07-2009,4409.7,4532.4,4405.95,4523.7
22-07-2009,4469.3,4557.95,4380.45,4398.9
21-07-2009,4501.5,4524,4436.6,4469.1
20-07-2009,4377.9,4510.3,4377.9,4502.2
17-07-2009,4231.45,4390.4,4230.15,4374.9
16-07-2009,4223.5,4305,4205.5,4231.4
15-07-2009,4120.8,4249.55,4118.75,4233.5
14-07-2009,3974.1,4128.9,3974.1,4111.4
13-07-2009,4003.4,4003.4,3918.75,3974
10-07-2009,4081.4,4129.95,3976.8,4003.9
09-07-2009,4078.75,4114.9,4039.85,4080.9
08-07-2009,4201.85,4201.85,4061.1,4078.9
07-07-2009,4166,4231.8,4155.5,4202.1
06-07-2009,4429.6,4479.8,4133.7,4165.7
03-07-2009,4347.3,4434.45,4298.95,4424.2
02-07-2009,4373.5,4383.65,4288.75,4348.8
01-07-2009,4292.3,4362.3,4249.7,4340.9
30-06-2009,4391.5,4426.75,4267.35,4291.1
29-06-2009,4375.4,4439.95,4350.9,4390.9
26-06-2009,4243.95,4383.75,4243.95,4375.5
25-06-2009,4293.85,4337.95,4221.15,4241.8
24-06-2009,4247.3,4307,4218.25,4292.9
23-06-2009,4223.3,4267.45,4143.25,4247
22-06-2009,4314.2,4352.25,4221.9,4235.2
19-06-2009,4251.1,4326.2,4206.7,4313.6
18-06-2009,4352.95,4375.3,4222.15,4251.4
17-06-2009,4515.35,4517.8,4332.8,4356.1
16-06-2009,4478.1,4537.95,4405.95,4517.8
15-06-2009,4584.65,4601.05,4469.6,4484
12-06-2009,4637.55,4693.2,4566.15,4583.4
11-06-2009,4657.4,4679.55,4586.15,4637.7
10-06-2009,4551.7,4688.95,4551.7,4655.2
09-06-2009,4427.75,4562.45,4365.1,4550.9
08-06-2009,4582.35,4611.4,4404.65,4429.9
05-06-2009,4573.3,4636.85,4561.95,4586.9
04-06-2009,4530.3,4582.2,4453.45,4572.6
03-06-2009,4525.5,4574.9,4478.6,4530.7
02-06-2009,4530.45,4586.4,4451.3,4525.2
01-06-2009,4450.4,4545.4,4450.4,4529.9
29-05-2009,4340.75,4488.05,4340.75,4448.9
28-05-2009,4276.15,4354.85,4254.85,4337.1
27-05-2009,4117.3,4286.45,4115.25,4276
26-05-2009,4239.55,4256.05,4092.25,4116.7
25-05-2009,4238.1,4270.05,4205.1,4237.5
22-05-2009,4211.85,4249.5,4155.85,4238.5
