Date,Open,High,Low,Close
31-12-18,10913.2,10923.55,10853.2,10862.55
28-12-18,10820.95,10893.6,10817.15,10859.9
27-12-18,10817.9,10834.2,10764.45,10779.8
26-12-18,10635.45,10747.5,10534.55,10729.85
24-12-18,10780.9,10782.3,10649.25,10663.5
21-12-18,10944.25,10963.65,10738.65,10754
20-12-18,10885.2,10962.55,10880.05,10951.7
19-12-18,10930.55,10985.15,10928,10967.3
18-12-18,10850.9,10915.4,10819.1,10908.7
17-12-18,10853.2,10900.35,10844.85,10888.35
14-12-18,10784.5,10815.75,10752.1,10805.45
13-12-18,10810.75,10838.6,10749.5,10791.55
12-12-18,10591,10752.2,10560.8,10737.6
11-12-18,10350.05,10567.15,10333.85,10549.15
10-12-18,10508.7,10558.85,10474.95,10488.45
07-12-18,10644.8,10704.55,10599.35,10693.7
06-12-18,10718.15,10722.65,10588.25,10601.15
05-12-18,10820.45,10821.05,10747.95,10782.9
04-12-18,10877.1,10890.95,10833.35,10869.5
03-12-18,10930.7,10941.2,10845.35,10883.75
30-11-18,10892.1,10922.45,10835.1,10876.75
29-11-18,10808.7,10883.05,10782.35,10858.7
28-11-18,10708.75,10757.8,10699.85,10728.85
27-11-18,10621.45,10695.15,10596.35,10685.6
26-11-18,10568.3,10637.8,10489.75,10628.6
22-11-18,10612.65,10646.25,10512,10526.75
21-11-18,10670.95,10671.3,10562.35,10600.05
20-11-18,10740.1,10740.85,10640.85,10656.2
19-11-18,10731.25,10774.7,10688.8,10763.4
16-11-18,10644,10695.15,10631.15,10682.2
15-11-18,10580.6,10646.5,10557.5,10616.7
14-11-18,10634.9,10651.6,10532.7,10576.3
13-11-18,10451.9,10596.25,10440.55,10582.5
12-11-18,10607.8,10645.5,10464.05,10482.2
09-11-18,10614.7,10619.55,10544.85,10585.2
07-11-18,10614.45,10616.45,10582.3,10598.4
06-11-18,10552,10600.25,10491.45,10530
05-11-18,10558.75,10558.8,10477,10524
02-11-18,10462.3,10606.95,10457.7,10553
01-11-18,10441.7,10441.9,10341.9,10380.45
31-10-18,10209.55,10396,10105.1,10386.6
30-10-18,10239.4,10285.1,10175.35,10198.4
29-10-18,10078.1,10275.3,10020.35,10250.85
26-10-18,10122.35,10128.85,10004.55,10030
25-10-18,10135.05,10166.6,10079.3,10124.9
24-10-18,10278.15,10290.65,10126.7,10224.75
