Date,Open,High,Low,Close
31-12-2007,6095,6167.75,6095,6138.6
28-12-2007,6079.55,6098.6,6021.9,6079.7
27-12-2007,6069,6110.85,6060.2,6081.5
26-12-2007,5988.45,6085.25,5988.45,6070.7
24-12-2007,5771.3,6001.05,5771.3,5985.1
20-12-2007,5751.75,5799.5,5742.75,5766.5
19-12-2007,5730.25,5840.8,5676.7,5751.1
18-12-2007,5777.6,5874.6,5710.6,5742.3
17-12-2007,6037.95,6039.95,5740.6,5777
14-12-2007,6056.2,6078.55,6015.05,6047.7
13-12-2007,6159.25,6185.4,6040.4,6058.1
12-12-2007,6067.05,6175.65,6005.45,6159.3
11-12-2007,5960.4,6111.2,5960.4,6097.2
10-12-2007,5974,6015.3,5923.35,5960.6
07-12-2007,5963.6,6042.1,5894.8,5974.3
06-12-2007,5941.05,6027.05,5919.8,5954.7
05-12-2007,5861.9,5949.3,5859.95,5940
04-12-2007,5870.2,5897.25,5840.3,5858.3
03-12-2007,5765.45,5878.8,5754.6,5865
30-11-2007,5633.9,5782.55,5632.65,5762.7
29-11-2007,5617.8,5725,5612.1,5634.6
28-11-2007,5699.55,5749.95,5595.5,5617.5
27-11-2007,5729.25,5743.55,5655.6,5698.1
26-11-2007,5611.3,5772.55,5608.95,5731.7
23-11-2007,5524.3,5638.6,5514.75,5608.6
22-11-2007,5564.65,5608.65,5394.35,5519.3
21-11-2007,5778.8,5790.05,5530.85,5561
20-11-2007,5911.25,5923.7,5755.8,5780.9
19-11-2007,5908.05,5981.8,5893.8,5907.6
16-11-2007,5913.15,5948.05,5817.4,5906.8
15-11-2007,5942.7,5966.95,5895.65,5912.1
14-11-2007,5703.95,5950.2,5700.05,5937.9
13-11-2007,5612.35,5758.85,5591.6,5695.4
12-11-2007,5660.6,5660.6,5477.5,5617.1
09-11-2007,5703.45,5794.2,5614.9,5663.2
08-11-2007,5779.3,5780.8,5646.75,5698.7
07-11-2007,5782.4,5861.35,5744.3,5782.3
06-11-2007,5847.1,5957.2,5759.95,5786.5
05-11-2007,5931.9,5948.55,5819.6,5847.3
02-11-2007,5854.85,5944.75,5714.25,5932.4
01-11-2007,5903.8,6011.95,5837.2,5866.4
31-10-2007,5868.9,5952.25,5861.3,5900.6
30-10-2007,5917.55,5976,5833.9,5868.7
29-10-2007,5708.9,5922.5,5708.9,5905.9
26-10-2007,5564.25,5716.9,5513.35,5702.3
25-10-2007,5499.05,5605.95,5469.3,5568.9
24-10-2007,5477.6,5577.9,5419.4,5496.1
23-10-2007,5185.3,5488.5,5176.85,5473.7
22-10-2007,5202.75,5247.4,5070.9,5184
19-10-2007,5360.35,5390.85,5101.75,5215.3
18-10-2007,5551.1,5736.8,5269.65,5351
17-10-2007,5658.9,5658.9,5107.3,5559.3
16-10-2007,5670.65,5708.35,5578.45,5668
15-10-2007,5428.35,5682.65,5419.9,5670.4
12-10-2007,5525.3,5549.3,5402.6,5428.2
11-10-2007,5438.9,5532.75,5424.25,5524.8
10-10-2007,5328.15,5454.7,5328.15,5441.4
09-10-2007,5062.65,5348.7,5000.95,5327.2
08-10-2007,5186.25,5249.3,5024.75,5085.1
05-10-2007,5208.15,5248.55,5164.5,5185.8
04-10-2007,5211.65,5233.1,5126.05,5208.6
03-10-2007,5069,5261.35,5034.15,5210.8
01-10-2007,5021.5,5089.3,5001.35,5068.9
28-09-2007,4996.45,5055.8,4996.45,5021.3
27-09-2007,4942.7,5016.4,4942.7,5000.5
26-09-2007,4937.6,4980.85,4930.35,4940.5
25-09-2007,4939.1,4953.9,4878.15,4938.8
24-09-2007,4837.15,4941.15,4837.15,4932.2
21-09-2007,4752.95,4855.7,4733.7,4837.5
20-09-2007,4734.85,4760.85,4721.15,4747.5
19-09-2007,4550.25,4739,4550.25,4732.3
18-09-2007,4494.1,4551.8,4481.55,4546.2
17-09-2007,4518.45,4549.05,4482.85,4494.6
14-09-2007,4530,4582.6,4508.85,4518
13-09-2007,4498.05,4540.6,4498.05,4528.9
12-09-2007,4498.65,4531.5,4490.4,4496.8
11-09-2007,4509.65,4538.6,4487.15,4497
10-09-2007,4506.85,4515.25,4452.95,4507.8
07-09-2007,4518.65,4547.75,4499.9,4509.5
06-09-2007,4475.7,4522.5,4445.55,4518.6
05-09-2007,4479.6,4507.75,4458.55,4475.8
04-09-2007,4481.55,4501.3,4460.4,4479.2
03-09-2007,4466.65,4490.55,4452.4,4474.7
31-08-2007,4412.6,4471.3,4403,4464
30-08-2007,4360.35,4422.3,4359.75,4412.3
29-08-2007,4317.7,4368.6,4226.35,4359.3
28-08-2007,4302.4,4329.15,4280.6,4320.7
27-08-2007,4193.6,4310,4193.6,4302.6
24-08-2007,4113.05,4201.45,4110.05,4190.1
23-08-2007,4160.1,4249.85,4100.8,4114.9
22-08-2007,4081.25,4165.7,4040.15,4153.1
21-08-2007,4209.55,4238.1,4058.55,4074.9
20-08-2007,4108.95,4262.6,4108.95,4209
17-08-2007,4171.1,4171.1,4002.2,4108
16-08-2007,4366,4366,4171.15,4178.6
14-08-2007,4373.9,4394.3,4354.35,4370.2
13-08-2007,4324.65,4383.8,4324.65,4373.6
10-08-2007,4393.6,4395.5,4239.2,4333.3
09-08-2007,4462.25,4530.05,4390.8,4403.2
08-08-2007,4357,4472.15,4356.75,4462.1
07-08-2007,4341.5,4406.4,4341.5,4356.3
06-08-2007,4404.05,4404.05,4267.15,4339.5
03-08-2007,4355.75,4428.1,4355.75,4401.5
02-08-2007,4356.35,4399.75,4327,4356.3
01-08-2007,4528.85,4532.9,4339.75,4345.8
31-07-2007,4444.25,4534.2,4432.85,4528.8
30-07-2007,4442.35,4493.05,4403.7,4440
27-07-2007,4618.65,4618.9,4424.25,4445.2
26-07-2007,4593.1,4624.3,4570.8,4619.8
25-07-2007,4620.5,4620.5,4555.8,4588.7
24-07-2007,4620.05,4647.95,4609.75,4620.7
23-07-2007,4564.25,4628.45,4547.2,4619.3
20-07-2007,4563.75,4600.8,4553.8,4566
19-07-2007,4500.35,4573,4496.2,4562.1
18-07-2007,4498.65,4510.8,4452.85,4499.5
17-07-2007,4497.1,4550.25,4488.25,4496.7
16-07-2007,4505.95,4521.85,4495.95,4512.1
13-07-2007,4446.4,4513.9,4446.05,4504.5
12-07-2007,4388.05,4451.95,4387.05,4446.1
11-07-2007,4403.8,4411.45,4344.7,4387.1
10-07-2007,4419.1,4434.45,4393,4406
09-07-2007,4385.45,4427.55,4385.45,4419.4
06-07-2007,4353.1,4411,4304,4384.8
05-07-2007,4359.2,4378.55,4311.8,4353.9
04-07-2007,4358.25,4386.45,4342,4359.3
03-07-2007,4315.05,4363.35,4313.55,4357.5
02-07-2007,4318.4,4346.75,4305.45,4313.7
29-06-2007,4282.4,4321.35,4280.95,4318.3
28-06-2007,4263.9,4291.4,4256.9,4282
27-06-2007,4286.2,4294.2,4255.25,4263.9
26-06-2007,4259.4,4296.15,4250.1,4285.7
25-06-2007,4251.4,4264.25,4236.3,4259.4
22-06-2007,4267.55,4278.85,4242.5,4252
21-06-2007,4248.65,4275.35,4220.1,4267.4
20-06-2007,4214.3,4257,4214.3,4248.6
19-06-2007,4143.85,4222.4,4136.15,4214.3
18-06-2007,4177,4208.15,4140.25,4147.1
15-06-2007,4186.4,4209.45,4153.7,4171.4
14-06-2007,4113.2,4174.05,4112.85,4170
13-06-2007,4155.2,4161.8,4102.95,4113
12-06-2007,4139.7,4166.85,4100.8,4155.2
11-06-2007,4183.75,4205.2,4134.95,4145.6
08-06-2007,4179.5,4195.15,4126.1,4145
07-06-2007,4197.6,4230.05,4130.5,4179.5
06-06-2007,4285.75,4324.1,4190.95,4198.2
05-06-2007,4268.9,4292.5,4249.1,4284.6
04-06-2007,4300.7,4362.95,4256.45,4267
01-06-2007,4296.05,4325.8,4288.55,4297
31-05-2007,4250.25,4306.75,4250.25,4295.8
30-05-2007,4292.7,4301.6,4241.35,4249.6
29-05-2007,4257.6,4298.85,4248.9,4293.2
28-05-2007,4248.35,4295.6,4242.8,4256.5
25-05-2007,4197.85,4256.4,4141.35,4248.1
24-05-2007,4246.2,4250.85,4189.05,4204.9
23-05-2007,4279.6,4291.4,4231.05,4246.2
22-05-2007,4263.1,4281.6,4234.1,4278.1
21-05-2007,4217.65,4269.35,4217.55,4260.9
18-05-2007,4216.5,4228.45,4177,4214.5
17-05-2007,4172.1,4232.45,4172.1,4219.5
16-05-2007,4125.4,4181,4113.05,4170.9
15-05-2007,4134.3,4150.45,4102.45,4120.3
14-05-2007,4078.8,4151.3,4072.45,4134.3
11-05-2007,4070.2,4094.65,3981.15,4076.6
10-05-2007,4079.6,4134.2,4057.55,4066.8
09-05-2007,4077.25,4087.8,4030.55,4079.3
08-05-2007,4111.25,4136.05,4066.4,4077
07-05-2007,4117.5,4157.65,4103.6,4111.1
04-05-2007,4168.9,4180.9,4109.7,4117.3
03-05-2007,4089.45,4161.2,4080.75,4150.8
30-04-2007,4081.6,4096.9,4028.9,4087.9
27-04-2007,4182,4182,4074.3,4083.5
26-04-2007,4170.05,4217.9,4143.25,4177.8
25-04-2007,4134.25,4173.3,4114.35,4167.3
24-04-2007,4085.1,4162.15,4057.7,4141.8
23-04-2007,4083.55,4122.35,4075.2,4085.1
20-04-2007,4000.25,4090.05,3995.5,4083.5
19-04-2007,3998.5,4011,3933.35,3997.6
18-04-2007,3989.6,4039.25,3981.75,4011.6
17-04-2007,4014.4,4030,3976.25,3984.9
16-04-2007,3920.5,4016.8,3920.5,4013.3
13-04-2007,3830.35,3924.55,3828.45,3917.3
12-04-2007,3861.85,3861.85,3811.25,3829.8
11-04-2007,3848.35,3876.35,3844.75,3862.6
10-04-2007,3844.15,3858.35,3819.3,3848.1
