Date,Open,High,Low,Close
04-03-2022,16339.45,16456,16133.8,16245.35
23-02-2022,17194.5,17220.7,17027.85,17063.25
22-02-2022,16847.95,17148.55,16843.8,17092.2
21-02-2022,17192.25,17351.05,17070.7,17206.65
18-02-2022,17236.05,17380.8,17219.2,17276.3
17-02-2022,17396.55,17442.9,17235.85,17304.6
16-02-2022,17408.45,17490.6,17257.7,17322.2
15-02-2022,16933.25,17375,16839.25,17352.45
14-02-2022,17076.15,17099.5,16809.65,16842.8
11-02-2022,17451,17454.75,17303,17374.75
10-02-2022,17554.1,17639.45,17427.15,17605.85
09-02-2022,17370.1,17477.15,17339,17463.8
08-02-2022,17279.85,17306.45,17043.65,17266.75
07-02-2022,17456.3,17536.75,17119.4,17213.6
04-02-2022,17590.2,17617.8,17462.55,17516.3
03-02-2022,17767.75,17781.15,17511.15,17560.2
02-02-2022,17706.2,17794.6,17674.8,17780
01-02-2022,17529.45,17622.4,17244.55,17576.85
31-01-2022,17301.05,17410,17264.15,17339.85
28-01-2022,17208.3,17373.5,17077.1,17101.95
27-01-2022,17062,17182.5,16866.75,17110.15
25-01-2022,17001.55,17309.15,16836.8,17277.95
24-01-2022,17575.15,17599.4,16997.85,17149.1
21-01-2022,17613.7,17707.6,17485.85,17617.15
20-01-2022,17921,17943.7,17648.45,17757
19-01-2022,18129.2,18129.2,17884.9,17938.4
18-01-2022,18337.2,18350.95,18085.9,18113.05
17-01-2022,18235.65,18321.55,18228.75,18308.1
14-01-2022,18185,18286.95,18119.65,18255.75
13-01-2022,18257,18272.25,18163.8,18257.8
12-01-2022,18170.4,18227.95,18128.8,18212.35
11-01-2022,17997.75,18081.25,17964.4,18055.75
10-01-2022,17913.3,18017.45,17879.15,18003.3
07-01-2022,17797.6,17905,17704.55,17812.7
06-01-2022,17768.5,17797.95,17655.55,17745.9
05-01-2022,17820.1,17944.7,17748.85,17925.25
04-01-2022,17681.4,17827.6,17593.55,17805.25
03-01-2022,17387.15,17646.65,17383.3,17625.7
